job_title,description
Account Manager,"We are looking for agile and fast-learning people to join our dynamic organization.

Recent grads and upper-class students interested in full-time are welcome.


About the ideal candidate

Enjoys working with a team in an energetic and open working environment
Eager and willing to grow together with the company
Driven by a thirst for knowledge, fast learner
Likes a position with high visibility
Works well with a high degree of autonomy
Communicates well
Has excellent customer service skills
Has a strong business background, but also grasps technology
Strong basic math skills are a plus
Preferred: Business degree with minor in networking
Upper-level students and recent grads are encouraged to apply
Willing and able to work remotely with minimal guidance
Multilingual is a plus
Substantial travel required (potentially 30-50%)
About the job

We are a leading international IT solutions company focused on internet and IP address solutions
Identify potential customers who may be interested in monetizing their address space
Build and maintain good business relationships with customers
Understand and work within established policies and regulations
Promote IP management services and internet-related solutions
You have the primary responsibility for ensuring customer satisfaction by working with other team members and advocating for the customer within the organization while ensuring that the proposal is a win-win situation for both customer and organization.
Participate and support events to proper company and solutions and acquire new business opportunities
Other sales and marketing activities as assigned
We will train you on the technical and policy areas, but the right candidate will absorb the material quickly and the ideal candidate already has some basic understanding.
Base + a portion of MRR"
Account Manager,"Job Purpose
AkzoNobel Coatings Inc. has a great opportunity for a Account Manager supporting the NW Ohio and Northern Indiana Region.


The Account Manager will support and sell the Interpon Powder Coatings by supporting and growing existing accounts within AkzoNobel. This position will provide technical service and support sales within this team. This is a remote work location for this position that supports the NW Ohio & Northern Indiana Sales Region.



The preferred candidate geographical residence is NW Ohio, Northern Indiana and Sourthern Michigan.

Key Accountabilities
Develop and communicate strategic sales plans to grow market share and sales revenue in the territory and segment while maintaining business unit profitability goals.
Prospect to sell and close new accounts that meet profitability goals.
Provide front line support for powder coating applications at strategic accounts.
Actively manage the Cost-to-Serve at each account.
Actively manage travel and expense budgets for the territory.
Ownership for the demand planning process and metrics for the territory aimed at delivering increased customer satisfaction.
Use and management of Sales Force Automation Tools utilized by the business unit.
Operate and practice according to AkzoNobel Code of Conduct.
Participate in the New Product Process through development of ideas and information to support new stage gate processes.
Manage working capital for the territory through active management of accounts receivables and inventory.
Attend and participate in Powder Plant Programs/Committees/Training as required, such as Department Safety, Plant Safety, Behavioural Safety, Housekeeping Audit Teams, ISO, Life Saving Rules or any other safety programs.
Participate in the Powder Safety Journey. Adhere to the Golden Principle which is Simply to intervene to stop work if conditions or behaviour are unsafe.
Promotes health, safety and environmental regulations by ensuring that standards, policies, and procedures are adhered to in compliance with corporate, federal, state, and local requirements.
Seeks leads for new business through contacts at existing accounts.
Performs other duties as required for the success of Akzo Nobel Coatings Inc.
Education & Experience
BS Management, Marketing, Chemistry, Engineering or Business MBA.
5 years commercial powder coating or related experience involving customer contact/sales
Financial Acumen
Highly developed negotiating and presentation skills
Strong written and verbal communication skills
Client relationship management
Strong computer skills | Microsoft - Word, Excel, CRM
50% travel requirements"
Account Manager,"This is an Inside Sales Position. Industry experience and product knowledge depth is essential, as we serve several markets and offer 400+ brands. We have positions open in both Texas (DFW) and Wisconsin (Madison).


About SoundPro:

Sound Productions is a major supplier of pro-audio, lighting and video products since 1973. We also provide backline rental and production services on a regional basis. We are well known in the industry for our high-level of professional customer service and support. Our sales team consists of industry pros with expertise in both production and installation. We speak your language, relate to your needs and constantly strive to provide the positive ""Sound Pro"" experience.


The success of our team is our number one priority - here's how we'll help.

Provide our new Account Managers with a training bonus in their first month as part of our team.
After training is completed, guaranteed “on-boarding” compensation over the first 90 days of employment.
An accelerated commission program over the first 180 days of joining our team.
Honor your industry tenure by providing benefits such as PTO, VTO and healthcare subsidies.

 Who You Are:

You cultivate lifelong customers by making their experience your top priority.
An individual with exceptional relationship building skills and a positive mindset.
You can embrace change in a growing organization while maintaining attention to detail.
You are empowered and encouraged to stay current with product offerings and technology via onsite workshops, manufacturer trainings and certifications.
You have strong active listening skills
Competitive and accountable team player
Self-motivated and passion to succeed

Expectations: 

0-6 Months: Learn Sound Production’s Policies and Procedures
Become an expert in the tools necessary to be successful: Sage CRM, dealer contacts, inventory, resources, call lists.
Engage with customers via phone, email and in person to qualify and close sales opportunities.
Build relationships within the organization.
Handle inbound and outbound sales calls daily
Consistently meet monthly KPI’s and sales goals
6-12 Months: Know what it takes to meet or exceed your goals and maintain the momentum to do so.
Expand your knowledge of Sound Production’s sales methodology.
Develop the efficiencies needed to offer an exceptional customer experience.
Work with mentors and sales leaders to set goals for ongoing success in the organization.

Qualifications:

1-2 years of inbound, outbound or retail sales experience in the AVL industry or 1-2 years of experience working in the AVL industry, including but not limited to: production, live sound, installation, system design, recording, lighting or broadcast.
Computer savvy. Experience with POS and CRM systems."
CTO,"Summary Description: Reporting to the Chief Executive Officer, this senior leadership position is responsible for technology leadership in all aspects of the business. The CTO works closely with operations, staff and marketing to ensure technology solutions deliver efficient, secure and effective experiences. As a key member of the company Lead Team, this position will lead evaluation and implementation of new tech stack components, infrastructure optimization, development of the company’s data strategy, design and implementation of operational and customer experience, and the broad use of technology to enable the company’s strategic and financial goals.  

 

Essential Duties and Responsibilities:

Create and implement the technology vision, strategy and roadmap within the Christy operating and strategic initiatives. Evangelize technology solutions internally and externally.
Member of the Lead Team, sharing responsibility for the company strategic planning, budgeting, management, and internal/external communication.
Direct tech stack development and implementation; budget management/responsibility.
Partner with marketing and operations to enhance the omni-tech model for strong customer acquisition, LTV, and loyalty growth. Provide technology support for stores, offices, and users.
Partner with Lead Team for development and step change of company’s data strategy and BI tools.
Key role in integration of acquired businesses technology & processes.
Lead the team by providing coaching and capability development.
Ensures data is secured through proper back-ups and staff training, including cybersecurity and compliance. Owns infrastructure optimization, stability, security, and all business continuity and disaster recovery programs.
Management of key tech vendors/partners performance, relationships, and agreements
Other reasonable duties as may be assigned.
 

Education, Critical skills and Abilities:

BS/BA in computer science or equivalent combination of education and experience.
Ten or more years of experience driving technologically enabled growth (both consumer facing and internal operational excellence) in a DTC entrepreneurial business model.
Strong toolbox of analytical skills and track record of developing data-based strategies and models for DTC business growth.
Solid technical knowledge and experience in the use and application of the most current technologies and products used in the industry.
Robust experience in Omni/E-commerce and M&A strongly preferred
Highly effective leadership profile to develop and coach high performance teams with organizational clarity, accountability, and engagement consistent with the Christy culture.
Self-starter with the ability to multi-task and think, lead and do with agility.
English fluency, written and verbal.
 

Physical Requirements:

To perform this job successfully, the Team Member must be able to perform each essential duty satisfactorily. At Christy Sports, we strive to minimize the level of physical work needed to perform the job. The demands described here are representative of those a Christy Team Member encounters while performing the essential functions of the job. Reasonable accommodations may be made to enable Team Members with disabilities to perform the essential functions. Required demands include:

 

Must be able to sit at desk for an eight-hour shift (with intermittent and regular movement)
See, hear, move from location to location, and communicate with sufficient capability to perform assigned tasks and maintain proper job safety conditions
Ability to travel to stores as needed
Must be alert and aware of surrounding for safety concerns"
CTO,"Position Summary:


The Chief Technology Officer (CTO) provides top technical leadership in all aspects of our business. The CTO contributes to the organization’s growth through a creative and visionary approach and is responsible for establishing and preserving the company's technological edge against competitors. The CTO recognizes trends and advances in the field, and ensures that we are maximizing our technological capabilities internally and externally.


Strategic Responsibilities:


Develop the strategic platform and technological roadmap for the organization.
Develop strategic vision and direction to ensure technology solutions, both internal and external, are aligned with current business needs and future growth of the organization.
Clearly articulate technology methodology, vision, strategy, and results to all levels of the organization and board of directors.
Provide leadership and vision in all phases of application systems support for the delivery of effective business system solutions to meet internal and external customer needs.
Select and implement suitable technology to streamline all internal operations and help optimize their strategic benefits.
Keep abreast of technological advances in our field and ensure competitive advantage.
Work with company leadership and HR department to implement a hiring and retention plan to attract and keep top-level talent in the Technology department.

Functional Responsibilities:


Drive achievement of plan outcomes through the development of measurable goals and objectives for technological operations short term and long term.
Partner with fellow executive management team members to achieve financial targets, redeploy resources to proactively anticipate needs within the business environment.
Ensure that technology equipment and applications are evaluated against market standards.
Responsible for overseeing the Learning Management System (LMS) used in connection with our products and offerings and interfacing with LMS vendors
Identify and address technology systems gaps and suggest solutions to fellow executive management team.
Collaborate with all stakeholders to effectively integrate innovative internal and external technological solutions.
Evaluate, consolidate, and standardize processes, integrate changes across organization.
Responsible for the technological Project Management approach and methodology.
Work with PMO office and Project Manager (Tech) to carry out interdepartmental and companywide projects requiring technological expertise/input.
Work with key business stakeholders to design and develop the business intelligence solutions.
Responsible for all major technological initiatives.
Establish and maintain productive working relationships with all corporate and external resources, partners, and customers.
Establish effective privacy and security controls that support the appropriate use of information technology.
Develop and maintain Disaster Recovery Plan.
Develop, implement, and manage privacy law (e.g., CCPA, GDPR, etc.) compliance program.
Stay abreast of developing technology trends and government regulations to ensure efficiency, best practices, security, and compliance.

Organizational Responsibilities:


Lead, inspire, coach, and mentor Technology resources to address all current and future business needs (both internally and externally).
Champion the development and implementation of IT and technological training and support plans to produce a highly effective and progressive team.
Provide leadership and operational direction to all technological functions of the company.
Develop and align the organizational structure to include roles, responsibilities, and processes, which migrate from the current configuration to the future state.
Along with leadership, develop, monitor, and control our technology’s long-range and annual operating and capital budgets.
Assess stakeholder and leadership feedback to consider and implement improvements and adjustments to technology.

Competencies:


Education:


4-year degree in computer science, information technology, information systems, or related area is required. An advanced degree in one of these or related field is a plus.
Continuing professional technology education desired.

Work Experience:


Proven experience as a CTO/CIO or similar top-level leadership role (hybrid “CTO/CIO” type roles preferred).
8+ years management experience at a senior level required.
Minimum of 12-15 years of experience as a technology leader within an organization.

Preferred Experience:


Prior work experience within online education sector.
Strong preference for experience with learning management systems (Canvas, D2L), student information systems, Salesforce, Marketo, web technology (Drupal), mobile apps, online video platforms, and user experience.
Strong architectural integration skills.
Strong preference for proficiency in architecture, design, and performance tuning including development of business processes.
Experience with General Data Protection Regulation compliance and other similar statutory and regulatory frameworks.
Experience with implementation and migration to a new learning management system and student information system.
Proficient knowledge in Windows operating systems.
Experience supporting a 24×7 environment.
Demonstrated experience with Agile project management planning, scheduling, tracking, and reporting. Experience with Jira and Smartsheet.
Experience managing virtual department and external resources.
Experience in engagement with multiple management levels across technical users and business units.
Demonstrated knowledge of databases, data warehouse, SQL, Tableau, and Redshift.

Critical Skills and Abilities:


Verified experience operating in a fast-paced growth business experience and/or demonstrated effectiveness in a small company/location working both strategically and tactically.
Expertise in e-commerce, community engagement, and financial operations.
Ability to articulate business requirements and objectives and translate those into technology solutions.
Ability to effectively communicate IT and technology issues and recommendations to executive level management within and outside of IT and technology.
Ability to effectively communicate performance and progress to a board of directors.
Identifiable and successful track record of managing change within a complex business environment.
Excellent verbal and written communication skills, client relationship skills, and the ability to work effectively in a technical team environment.
Excellent analytical and creative problem-solving skills.
Highly self-motivated and self-directed.
Well-developed team and project leadership skills including the ability to set direction, drive innovation, get results through others, and establish clear action plans, roles, and responsibilities.
Ability to apply excellent project management skills/tools to manage multiple, complex, and varying technology initiatives; high degree of organization and the ability to manage competing priorities.
Manage and negotiate tech-related contracts, including procurement and renewals.
Can quickly find common ground and solve problems for the good of all; is seen as a collaborator and a team player; easily secures trust and support of peers."
CTO,"To do

Contribute to company vision, mission, goals, and objectives.

·         Stay on top of the SAAS Industry

·         Be driven and steadfast in your approach, but always looking to improve.

·         Focus on bringing the strategy of the company through speedy, creative and collaborative execution, while focusing on cost and not losing quality or direction.

·         Be a clear communicator that can bring the company through the next funding round.

·         Manage and execute budgets, whist creating a top class development team.

·         Interview and hire excellent candidates

·         Empower everyone to collaborate and get the best out of multiple personalities.

·         Build & lead a program to recruit, vet, and hire stellar candidates.

 

Experience

You should have at least 5 years as a Senior Technology leader or CTO
Broad knowledge of the SaaS space
Financial knowledge to manage budgets and spending
Excellent – time management skills & communication skills
Be an intellect
BS in Computer Science, Engineering, or a related field; MBA or other relevant graduate degree is a plus."
CTO,A well capitalized startup is looking for an exceptional Chief Technology Officer with experience in Artificial Intelligence and Machine Learning. The company is transforming the way electric utilities manage their physical infrastructure. The candidate who is utlimately selected will have exceptional systems design skills and an incredible ability to lead software development teams to project completion and product launch.
CTO,"The Who, What, Why And Where

Twilio is being built by small customer focused teams who rely on the underlying engineering platforms and architectural building blocks. We leverage best practices of building distributed systems and enable them through self-service software platforms built by platform teams.

The CTO role at Twilio focuses on defining and leading the implementation of long term strategic technology roadmap. This role brings company-wide architecture, platform, data design and engineering practices under one leader. The CTO is responsible for the common foundational technology strategy for the company.

Key goals of the CTO include expanding globally and ensuring availability in all regions, improving software delivery efficiency, product resiliency and optimizing compute and network costs as well as growing and managing a global engineering team.

Who?

Twilio is looking for a leader that is capable of:
Leading the strategy, planning, and execution of the Twilio technology roadmap
Defining, evolving and implementing Twilio Architectural Principles
Working cross-functionally with teams inside Twilio and influence decision making within senior-level audiences
Researching global technology trends and their applicability to Twilio’s capabilities
Representing Twilio at technology conferences and at executive level customer engagements
Evangelizing, define and implement self-service software to drive efficient software development practices
Maintaining strong relationships with key customers, partners, and vendors
Promoting a positive work environment; select and train new team members; continuously provide feedback, mentoring, and coaching to existing team members
Partnering closely with business leaders across functions to identify and prioritize the company’s goals
Leading leaders globally; mentoring and fostering a high performing collaborative team

What?

As CTO, You Will Have
Extensive experience in architecting distributed systems and developing enterprise level technology roadmaps
Experience in running a 24x7 high-availability operation with proven success building out processes at Internet-scale
Highly analytical with the ability to translate between strategic business decisions and their quantitative implications
High-growth technology company experience
Thinks critically and objectively; has excellent problem solving skills and the ability to make quick decisions based on business demands
Detail-oriented with great organizational skills, comfortable with ambiguity
Ability to distill complex issues into structured frameworks and concrete action plans
Excellent communication and interpersonal skills, ability to be personable yet persistent
Highly entrepreneurial and comfortable working in a fast-paced environment with minimal guidance - be an owner
Passion for technology and communications, well-versed on the latest trends
Travel required as needed

Why?

Twilio is a company that is empowering the world’s developers with modern communication in order to build better applications. Twilio is truly unique; we are a company committed to your growth, your learning, your development, and your entire employee experience. We only win when our employees succeed and we're dedicated to helping you develop your strengths. We invest in weeks dedicated to tackling hard problems and creating your own ideas. We have a cultural foundation built on diversity, inclusion, and innovation and we want you and your ideas to thrive at Twilio.

Where?

This position will be located in our office at 375 Beale Street in San Francisco. What you will get to experience is a company that believes in building a great work environment and valuing all Twillions, seeks well-rounded talent to ensure a full perspective on our customers’ experience, understands that this is a marathon, not a sprint; that continuously and purposefully builds an inclusive culture where everyone is able to do and be the best version of themselves."
CTO,"Lighter is a leader in digital health, providing personalized nutrition coaching that. improves an individual’s health and wellbeing. We take a collaborative, multidisciplinary approach to solving one of the most important questions of our day: how do we help people eat better? We are registered dieticians, nutritionists, engineers, recipe developers, data-scientists, designers, and business leaders who know that any solution requires a blending of brilliant technology and humanity. Lighter is a high growth venture-backed start-up — our platform has been adopted by large health systems, leading academic researchers and large enterprises that understand our food-as-medicine philosophy and have seen the impact our platform has on improving people’s lives.


As our company is growing, we are expanding our engineering team and are seeking an experienced CTO to plan and manage the scaling of our technology platform, ensuring that we can improve the lives of millions of people in this next phase of growth.


We are a completely remote-based company operating primarily on East Coast hours — you can work anywhere utilizing our suite of tools to remain connected and productive with the rest of our company and your team.


Your Impact


Reporting directly to the CEO, the Chief Technology Officer will be responsible for driving the development of our software platform, working with company leadership to identify business needs and prioritize engineering efforts. We’re looking for a veteran engineering leader who can guide Lighter’s technical decisions in order to realize the ambitious vision we have for the future of our SaaS platform. We are seeking a collaborative leader who can empower others to achieve their potential, working cross-functionally in our growing organization to ensure that our products and services meet the needs of our customers.


Your Responsibilities


Work with leadership to help define and then deliver on corporate product strategy.
Develop and own technical aspects of the company’s strategy to ensure alignment with data and insights-driven business goals.
Communicate technology strategy to executive leadership, partners, and Board of Directors.
Supervise system infrastructure and security to ensure functionality, stability, manageability, and efficiency.
Work with Product team and key stakeholders to evaluate and prioritize roadmap initiatives.
Lead cross-functional communication across all lines of business, ensuring alignment by communicating critical technical challenges to non-technical business members.
Create a high-functioning engineering team,  implementing best practices in software engineering, and working closely with the Product team to continually improve the software development process.
Oversee security and privacy practices within the company and product, working with the COO to manage all compliance requirements, with the goal of obtaining and maintaining SOC II compliance.
  

Skills & Experience

 

At least 10+ years of overall experience in web application engineering with a clear record of successfully delivering high-quality software.
5+ years of experience managing engineering teams, preferably in a high-growth start-up environment.
Extensive knowledge of and experience with multi-tenant SaaS application architecture.
Deep understanding of security and compliance requirements in enterprise software applications. Experience navigating HIPAA compliance is ideal but not a strict requirement.
Exceptional communication skills, with the ability to influence & lead at a company level.
Very strong critical thinking and analysis skills, with the ability to manage multiple projects and priorities while maintaining focus on long-term company goals.
Health tech background or B2B/Enterprise experience is ideal but not a strict requirement."
CTO,"One of our clients just had an extremely exciting position open up and they are looking to ASAP. The role is for a CTO for a fast-growing MSP company based out of Florida. They are looking to bring on someone with in-depth IT experience who is comfortable interacting with both technical and non-technical people and has a deep understanding of many technologies, but in particular cloud technologies. For this role, personality fit is huge as well, and they are looking for someone who is used to leading from the front and managing large groups of IT professionals. They are very actively looking to fill the role and will compensate extremely well for the right person.

Job Type: Permanent

Salary: Up to $250k and 60% bonus (paid quarterly)

Health benefits

Untracked PTO

Location: Remote

Travel: ~30%

Desired Experience
Azure, AWS, GCP experience. Azure is most important
Security background is a plus.
Looking for innovative thinkers, people who think outside of the box
MUST have start up experience.
Huge plus if you've modified and fine-tuned aspects of the companies you've been a part of
Managed services experience is preferred

Nigel Frank International is the Global Leader in Microsoft Recruitment. We place more Microsoft professionals into Microsoft jobs than any other recruitment agency with over 2,000 live jobs on our website at any one time. We are a part of Frank Recruitment Group, one of the most successful global recruitment businesses in the last 10 years and backed by private equity firm TPG Growth

We are the recruitment partner of choice for 1000's of Microsoft Partners, Customers & ISV's worldwide with over 1000 dedicated consultants operating in more than 34 countries. Similarly, over half of the candidates that we work with use our recruitment services exclusively.

I specialize in the Microsoft Azure and DevOps market across the South East. I understand the need for discretion & am keen to speak to anyone considering a career change or just wanting to discuss potential opportunities confidentially."
CTO,"CTO Responsibilities include:
Developing Acenda's strategy for using technological resources
Expanding our engineering team locally and globally
Ensuring technologies are used efficiently, profitably and securely
Evaluating and implementing new systems and infrastructure

Job brief:
We are looking for a Chief Technology Officer (CTO) to provide sound technical leadership in all aspects of our business. You will communicate with employees, stakeholders and customers to ensure Acenda's technologies are used appropriately.

Strategic thinking and strong business acumen are essential in this role. We expect you to be well-versed in current technological trends and familiar with a variety of business concepts.

Responsibilities:
Develop technical aspects of the company's strategy to ensure alignment with its business goals
Discover and implement new technologies that yield competitive advantage
Help departments use technology profitably
Supervise system infrastructure to ensure functionality and efficiency
Build quality assurance and data protection processes
Monitor KPIs and IT budgets to assess technological performance
Use stakeholders' feedback to inform necessary improvements and adjustments to technology
Communicate technology strategy to partners and (future) investors

Requirements:
Proven experience as a CTO or similar leadership role
Knowledge of technological trends to build strategy
Understanding of budgets and business-planning
Ability to conduct technological analyses and research
Excellent communication skills
Leadership and organizational abilities
Strategic thinking
Problem-solving aptitude
BSc/BA in Computer Science, Engineering or a related field"
CTO,"One of AI FUND portfolio companies, Rustle’s mission is to create the most effective way for customers and companies to interact, leveraging AI, natural-language processing, and a mobile-first interface. We believe the outdated model of the customer contact center, and its huge IT and organizational cost, that has been in place for over 50 years is due for a reset. We believe the existing model is frustrating and demotivating for both customers and customer service agents. We believe customers want a faster, easier, more satisfying way to interact with companies; and that companies want a less expensive, more transparent, and more flexible way of nurturing their customer relationships. We believe that if companies and customers could design their ideal way of communicating, that it would not involve contact centers, CRM systems and case numbers, but a seamless, personalized, empowered experience. TalkTime is building that experience.


What You Will be Doing:

Develop Rustle’s overall technology strategy and software architecture
Evaluate buy/build/partner options and implement systems infrastructure 
Ensure security, scalability and performance of overall technology infrastructure
Manage an initial 3-person technical team and grow that team, initially with two open headcount
Evangelize the company’s technology plan, capabilities, and vision with executives, customers, investors, employees, and other key stakeholders
Work intimately with early customers, both end-users and enterprises, to rapidly incorporate feedback and build an optimal product solution
Align the company’s technology development plan with the company’s business goals
Develop unique, proprietary (and ideally patentable) intellectual property that yields competitive advantage
Drive system infrastructure decisions to ensure performance and capital efficiency
Define quality assurance, security, compliance and data protection processes
Manage within target KPIs, project timelines, and overall budgetary goals


What You Must Bring:


Must Haves:

8-10 years of experience, both as an individual contributor and manager.
Entrepreneurial spirit -- someone who can simultaneously think big, but also grounded in the immediate, practical, get-stuff-done mindset of a startup. Previous startup experience is the best way to evaluate this skill.
Strategic vision -- need someone who is passionate about what we are doing and how it will make our customers’ lives better.
Deep knowledge of the latest technologies and engineering trends, tools and platforms. 
Excellent written and verbal communication skills -- both interpersonal as well as presentation and customer-facing skills.
Understanding of budgets and project planning with an adept ability to prioritize and focus on the most critical projects first.
Ability to conduct technology analyses/evaluations, infrastructure decisions and deep code reviews.
Hands-on development expertise, particularly in AI, machine learning, NLP or related field, with the ability to write and review code themselves.
Deep leadership and organizational development skills, with the ability to attract, assess, hire and retain top technical talent.
Growth mindset with a love of solving problems and a willingness to know one’s own knowledge limitations.
BSc/BA in Computer Science/Engineering from top-tier institution.
Previous technical leadership experience required at least at a director level.
Well-tuned organizational skills, translating to predictable delivery and deadline achievement, along with the ability to consider prioritization trade-offs.

Nice to Haves:

Prior experience as a CTO and member of an executive/founding team a plus
Masters/PhD in Computer Science or an MBA or other relevant graduate degree is a plus.
Located in the Bay Area and willing to work from our Palo Alto office preferred, but open to remote candidates."
CTO,"Our Client is a Human Capital Management (HCM) SaaS company.

The CTO role at focuses on defining and leading the implementation of long term strategic technology roadmap. This role brings company-wide architecture, platform, data design and engineering practices under one leader. The CTO is responsible for the common foundational technology strategy for the company.

Key goals of the CTO include expanding globally and ensuring availability in all regions, improving software delivery efficiency, product resiliency and optimizing compute and network costs as well as growing and managing a global engineering team.

Our client is looking for a leader that is capable of:

Responsibilities
Leading the strategy, planning, and execution of the technology roadmap
Defining, evolving and implementing Architectural Principles
Working cross-functionally with teams inside and influence decision making within senior-level audiences
Researching global technology trends and their applicability to capabilities
Representing our client at executive level customer engagements
Evangelizing, define and implement self-service software to drive efficient software development practices
Maintaining strong relationships with key customers, partners, and vendors
Promoting a positive work environment; select and train new team members; continuously provide feedback, mentoring, and coaching to existing team members
Partnering closely with business leaders across functions to identify and prioritize the company’s goals
Leading leaders globally; mentoring and fostering a high performing collaborative team
Experience
Extensive experience in architecting distributed systems and developing enterprise level technology roadmaps
Experience in running a 24x7 high-availability operation with proven success building out processes at Internet-scale
Highly analytical with the ability to translate between strategic business decisions and their quantitative implications
High-growth technology company experience
Thinks critically and objectively; has excellent problem solving skills and the ability to make quick decisions based on business demands
Detail-oriented with great organizational skills, comfortable with ambiguity
Ability to distill complex issues into structured frameworks and concrete action plans
Excellent communication and interpersonal skills, ability to be personable yet persistent
Highly entrepreneurial and comfortable working in a fast-paced environment with minimal guidance - be an owner
Passion for technology and communications, well-versed on the latest trends
Travel required as needed"
CTO,"Job Description

: Responsible for (i) leading, growing and managing the Engineering function and team including recruiting, hiring, and working with management to retain a successful group of engineers; (ii) building and understanding the infrastructure and applications; (iii) improving the performance, scalability and reliability for our applications through sharp judgement and an Agile mindset; (iv) contributing to transition to a microservices-based architecture; (v) leading the efforts on all engineering with JavaScript, React, Python and Django; (vi) advising the company on selection of open source and third party tools and platforms to increase development efficiency and improve technology and product offerings; (vii) ensuring tight collaboration across various programs and functions to drive strategic initiatives, including an understanding of the alignment between the technology strategy and various technology roadmaps, both internal and external/vendor; and, (viii) developing a deep understanding of customer needs and ensuring that our software platforms can deliver superior value to various stakeholders.
Travel: 25% domestic travel required

Job Requirements: Must possess Bachelor’s Degree in Computer Science and 1 years of experience as a Software Engineer or related. Must also have experience with (i) managing service-oriented architecture using technologies such as Kubernetes, Terraform, and Docker with Cloud Computing platforms, including AWS; (ii) lifecycle functions in Django and Django REST framework and experience customizing Django models, fields and database queries; (iii) building and implementing payment gateway applications to form payment processor clusters with high fault tolerance, secured PCI-compliant, fraud prevention, and load balancing; (iv) crafting and designing data storage applications, like PostgreSQL, Redis, or Dynamo at large scale using sharding, partitioning, and federation; (v) architecting and building distributed and loosely coupled systems using Service Mesh, ESB, EAI or API gateways; (vi) recruiting and managing technical teams, including performance management, goal setting, continuous feedback, etc; (vii) setting aspiring Objectives and Key Results [OKRs] for and alongside product teams; and (viii) translating technical concepts such as horizontal scaling, virtual private cloud, and network routing into layman’s terms to multidisciplinary teams including engineers, designers, external community members, business stakeholders."
CTO,"PRIMARY OBJECTIVE

CTO (Chief Technology Officer) will be our first technology go-to expert and play an integral role in setting the company’s strategic direction, development and future growth. CTO will be responsible for the implementation, maintenance and improvement of all processes and procedures. Review current and future technologies and make recommendations as to the most suitable direction for the future technical development of the company. Ensure that legislative and regulatory requirements are complied with. Supply technical support in all areas throughout the company in accordance with the instructions of the Operations Director. Collaborate with both quality and production departments to ensure the quality of the product is as required. Plan and manage the evaluation, introduction and acceptance trials of new equipment and processes. 

Manage the operational and fiscal activities of your area of responsibility, the Process Engineering Team.


Required Knowledge, Skills and Abilities:

 Requires a B.S.Degree in chemical, electronic, mechanical or manufacturing engineering technology or 10 years of progressively responsible experience as an Engineer in the PCB industry.

Minimum of ten years engineering experience in a related manufacturing industry

Ten years progressively complex technical experience in PCB manufacturing processes involving the latest state-of-the-art applications and techniques"
